	gene_id	gene_type	logFC	AveExpr
16528	ENSG00000213663.4	processed_pseudogene	-0.07318781	6.061905077
15924	ENSG00000244326.3	misc_RNA	-0.061252772	2.149757039
794	ENSG00000261025.1	lincRNA	0.060635946	0.734056424
5536	ENSG00000227718.1	lincRNA	-0.060577633	-0.374131394
1281	ENSG00000213172.3	processed_pseudogene	-0.064240944	0.689736896
4777	ENSG00000272562.1	antisense	-0.075237189	6.308784731
11317	ENSG00000284561.1	miRNA	0.078021455	2.670164053
12082	ENSG00000273403.1	lincRNA	-0.075366453	4.739917934
18002	ENSG00000202351.1	misc_RNA	-0.061121074	1.787606757
15830	ENSG00000244717.1	processed_pseudogene	-0.075786478	5.799918595
10964	ENSG00000243276.5	lincRNA	-0.066816318	4.213140165
776	ENSG00000185436.11	protein_coding	0.060817523	0.334132779
16252	ENSG00000251314.2	antisense	-0.063934947	3.469345655
735	ENSG00000229010.1	processed_pseudogene	-0.061942322	0.787578258
8313	ENSG00000170396.7	protein_coding	-0.068400866	-0.455843052
9640	ENSG00000229756.1	processed_pseudogene	0.06905538	-0.359486163
14950	ENSG00000249326.1	antisense	-0.07646142	5.328385678
2061	ENSG00000260322.1	lincRNA	0.062546385	-0.590264208
18733	ENSG00000249346.6	lincRNA	0.060368653	-0.052413468
1741	ENSG00000229913.1	antisense	0.074130284	3.547635365
9733	ENSG00000226955.1	processed_pseudogene	-0.078416055	3.434362728
1978	ENSG00000116783.14	protein_coding	-0.060287689	-0.732820481
12387	ENSG00000250321.1	processed_pseudogene	-0.060954438	-1.190791156
16021	ENSG00000132840.9	protein_coding	-0.067262367	-0.268734801
245	ENSG00000162408.10	protein_coding	0.060343598	5.36771857
10998	ENSG00000175697.10	protein_coding	0.077728335	4.406698579
10784	ENSG00000214405.3	processed_pseudogene	-0.067596105	3.91595021
8587	ENSG00000202059.1	snoRNA	0.061772313	0.198752667
3813	ENSG00000203740.3	protein_coding	-0.081130117	3.226218701
5216	ENSG00000188295.14	protein_coding	-0.073508169	8.374188673
16996	ENSG00000277795.1	processed_pseudogene	-0.075791067	1.859355154
672	ENSG00000251914.1	snRNA	-0.074085731	3.612059893
7743	ENSG00000224028.1	lincRNA	-0.06802897	2.025778311
5061	ENSG00000116996.9	protein_coding	-0.071398841	9.69762297
8161	ENSG00000215973.1	miRNA	0.061747669	-1.368820488
17127	ENSG00000248109.2	protein_coding	-0.07749314	5.113193233
14965	ENSG00000249830.1	lincRNA	0.074380671	0.85868693
2415	ENSG00000230759.1	lincRNA	0.06055845	1.420908052
16417	ENSG00000164211.12	protein_coding	0.063726063	5.474980243
2492	ENSG00000134222.16	protein_coding	-0.063163608	-0.154880547
5541	ENSG00000235127.1	lincRNA	0.061060252	1.149009002
8478	ENSG00000240302.3	misc_RNA	-0.073941463	5.695722947
7694	ENSG00000176601.12	protein_coding	0.06216385	-0.722809935
17149	ENSG00000157510.13	protein_coding	0.060134567	-0.072064598
16931	ENSG00000113119.12	protein_coding	-0.082651918	3.585535494
14986	ENSG00000250579.1	antisense	0.060258085	-1.222467135
13437	ENSG00000174796.12	protein_coding	0.076871812	5.25373949
5451	ENSG00000207086.1	misc_RNA	0.061202714	-1.325095179
12010	ENSG00000238837.3	lincRNA	-0.073991642	6.818924514
4074	ENSG00000199840.1	misc_RNA	-0.070578697	2.847276425
47	ENSG00000237491.8	lincRNA	0.069719384	5.360866998
5499	ENSG00000134318.13	protein_coding	-0.060097858	2.343335502
1066	ENSG00000273274.1	protein_coding	0.112749447	0.474610974
19016	ENSG00000157593.18	protein_coding	-0.151846166	-0.415081773
15887	ENSG00000248371.5	lincRNA	0.060302854	-1.288526706
7426	ENSG00000163083.5	protein_coding	0.070638738	3.732392256
9096	ENSG00000163283.6	protein_coding	-0.078106732	6.605001415
17339	ENSG00000113312.10	protein_coding	0.076027111	6.893927836
8127	ENSG00000234415.1	processed_pseudogene	-0.069619989	7.112123644
4294	ENSG00000163431.12	protein_coding	0.061467646	-0.551242505
5269	ENSG00000200085.1	misc_RNA	0.076394458	7.075810653
12906	ENSG00000174123.10	protein_coding	-0.070977837	3.402948074
1661	ENSG00000228838.1	antisense	0.074404338	2.86442668
583	ENSG00000226526.1	antisense	-0.06046661	1.859246944
4520	ENSG00000117597.17	protein_coding	-0.070688601	3.763718518
11821	ENSG00000114248.9	protein_coding	0.073588638	3.728248627
7590	ENSG00000178171.10	protein_coding	-0.064768562	1.885192184
6675	ENSG00000042445.13	protein_coding	0.06187238	3.248892352
18593	ENSG00000201555.1	misc_RNA	0.074446031	3.618766329
10884	ENSG00000279349.1	TEC	0.073281384	2.036760673
1586	ENSG00000206595.1	snRNA	0.071981925	6.070630213
16593	ENSG00000250721.1	processed_pseudogene	-0.074799414	4.972304183
10930	ENSG00000174255.6	protein_coding	-0.074826036	0.698165731
5263	ENSG00000187080.9	protein_coding	-0.069317674	2.110119212
10996	ENSG00000244308.2	misc_RNA	-0.081689336	6.062500027
9603	ENSG00000183977.13	protein_coding	-0.071094986	7.711449531
9975	ENSG00000224094.1	processed_pseudogene	0.080240037	2.861313319
11907	ENSG00000238026.1	processed_pseudogene	0.073031253	0.119724863
10772	ENSG00000144802.11	protein_coding	0.061956275	1.497952511
18719	ENSG00000274259.2	antisense	-0.264477385	2.581055761
5194	ENSG00000230813.1	unprocessed_pseudogene	0.066880687	0.188898604
11979	ENSG00000242811.3	misc_RNA	-0.063186966	-0.574431539
16510	ENSG00000238904.1	snRNA	0.06533009	0.683855235
5981	ENSG00000214691.8	lincRNA	0.063620459	6.767545515
1355	ENSG00000227533.5	lincRNA	0.077180622	-0.768686133
8515	ENSG00000226312.7	antisense	0.077388673	6.275652231
9782	ENSG00000272334.1	lincRNA	-0.065928769	-0.587477011
15374	ENSG00000215156.5	processed_pseudogene	0.060388107	6.945815314
17737	ENSG00000185372.3	protein_coding	-0.077791584	2.430977924
1878	ENSG00000184588.17	protein_coding	0.059535434	1.754320519
17904	ENSG00000285771.1	lincRNA	-0.071570396	1.090382757
7949	ENSG00000207117.1	misc_RNA	0.068972707	1.404548238
5221	ENSG00000215795.2	processed_pseudogene	-0.060068282	-0.735164339
8961	ENSG00000124019.9	protein_coding	0.062909317	2.368785832
5834	ENSG00000214711.9	protein_coding	0.061425444	-0.222440035
5017	ENSG00000284770.1	protein_coding	-0.076805483	5.544281935
16550	ENSG00000113083.13	protein_coding	0.060321903	3.225394841
3978	ENSG00000057252.12	protein_coding	0.065366992	0.029752433
697	ENSG00000219073.7	protein_coding	-0.073096915	0.102365811
5580	ENSG00000151379.3	protein_coding	-0.064534645	4.209684702
4735	ENSG00000229930.1	unprocessed_pseudogene	0.062251625	0.775739259
14408	ENSG00000252030.1	snRNA	0.064259876	3.540998934
18687	ENSG00000230313.1	antisense	0.064434085	2.286305179
14242	ENSG00000248810.1	lincRNA	0.069805853	-1.214600368
11154	ENSG00000282860.1	lincRNA	-0.064270923	4.981778892
2412	ENSG00000230864.1	lincRNA	0.061613702	1.14538158
5491	ENSG00000232056.1	lincRNA	0.076473098	7.189359878
941	ENSG00000271398.1	lincRNA	-0.070716564	6.493144133
17111	ENSG00000169302.15	protein_coding	-0.07900873	5.415518698
4218	ENSG00000233040.2	processed_pseudogene	0.061679225	-1.558439491
14792	ENSG00000205129.8	protein_coding	0.074471043	0.723783239
12511	ENSG00000168826.15	protein_coding	0.062491146	-0.099331183
10687	ENSG00000196578.4	protein_coding	0.069680947	1.904406305
12707	ENSG00000199420.1	misc_RNA	-0.070470719	2.5338494
5544	ENSG00000234022.1	antisense	0.059457338	0.385188374
14309	ENSG00000250673.2	protein_coding	0.080772683	6.029739495
8919	ENSG00000232089.1	processed_pseudogene	-0.059201217	-1.326090047
14789	ENSG00000186352.8	protein_coding	0.067907928	1.051787309
4828	ENSG00000276255.2	lincRNA	0.064760724	0.339415481
13747	ENSG00000248676.1	antisense	0.060509593	0.964872786
18097	ENSG00000283480.1	antisense	0.059135104	0.514403642
2744	ENSG00000227056.2	processed_pseudogene	-0.064119463	4.698143127
7084	ENSG00000212283.1	snoRNA	0.059543338	1.12131276
16855	ENSG00000222937.1	snoRNA	0.077757482	0.490579956
17062	ENSG00000279679.1	TEC	-0.07602484	4.676187133
10428	ENSG00000244564.1	lincRNA	-0.074957821	5.866750225
5000	ENSG00000237520.1	lincRNA	0.061293997	1.306077335
8292	ENSG00000222418.1	rRNA_pseudogene	0.063297084	1.134501361
1132	ENSG00000229994.1	processed_pseudogene	0.078613128	5.178739389
520	ENSG00000179743.4	antisense	0.0620836	-0.124682482
5566	ENSG00000224400.5	lincRNA	0.074777174	1.671063182
6342	ENSG00000199964.1	misc_RNA	-0.072206483	4.216719975
2837	ENSG00000265531.3	unprocessed_pseudogene	0.074060988	3.659561706
508	ENSG00000197312.11	protein_coding	-0.076338312	3.999522664
17749	ENSG00000264549.1	snoRNA	0.061924634	-0.857855028
14928	ENSG00000049656.13	protein_coding	0.059084751	-1.577166841
14550	ENSG00000285563.1	lincRNA	-0.074006526	5.212898568
5875	ENSG00000283591.1	miRNA	0.070704479	2.604504338
12940	ENSG00000249064.1	processed_pseudogene	0.072428402	1.527418975
6944	ENSG00000273305.1	lincRNA	-0.071741111	7.01375948
608	ENSG00000009709.11	protein_coding	0.061497323	-0.037755255
2825	ENSG00000202167.1	snRNA	0.060780471	0.344700074
2778	ENSG00000277313.1	misc_RNA	0.061134972	-1.241220053
1958	ENSG00000231985.1	antisense	0.06050469	-1.124153712
9852	ENSG00000202363.1	snoRNA	0.059293832	0.722137054
17808	ENSG00000228365.1	lincRNA	-0.066334079	2.471495518
5963	ENSG00000202309.1	misc_RNA	-0.078219698	6.082336036
14204	ENSG00000137463.4	protein_coding	-0.079164166	1.526882473
2354	ENSG00000223656.1	processed_pseudogene	-0.058642354	-0.199853727
18799	ENSG00000246982.6	antisense	0.066272041	3.497448934
12384	ENSG00000251535.1	processed_pseudogene	-0.065400967	0.914598401
17264	ENSG00000082515.17	protein_coding	-0.076065472	4.848028623
2502	ENSG00000065135.10	protein_coding	0.062193333	5.473498962
5170	ENSG00000153187.19	protein_coding	-0.067567793	6.181535789
4896	ENSG00000252506.1	snRNA	-0.076040659	2.987241394
1274	ENSG00000188800.5	protein_coding	0.058824776	1.800140038
6242	ENSG00000271707.1	processed_pseudogene	0.073512586	1.615877096
3311	ENSG00000163344.5	protein_coding	-0.062292737	0.389663426
3762	ENSG00000143164.15	protein_coding	-0.070816453	4.053405537
15975	ENSG00000251235.3	processed_pseudogene	-0.074361441	3.415445013
15896	ENSG00000271926.1	lincRNA	0.073018824	0.281629055
8073	ENSG00000214821.4	processed_pseudogene	-0.064535099	4.468368678
9353	ENSG00000223727.6	lincRNA	0.080654801	3.774650602
8310	ENSG00000234172.1	lincRNA	-0.064815181	0.529436627
18089	ENSG00000201683.1	misc_RNA	0.064735215	0.732505941
16152	ENSG00000134480.14	protein_coding	-0.079431445	7.263482224
13824	ENSG00000248778.1	processed_pseudogene	0.058542513	1.497927155
17983	ENSG00000111863.12	protein_coding	0.058779928	1.703020463
18507	ENSG00000204542.2	protein_coding	-0.078531134	5.189065106
5862	ENSG00000274159.1	sense_intronic	-0.065034056	0.256133824
17371	ENSG00000113328.18	protein_coding	0.080117891	4.881747927
4192	ENSG00000251813.1	snRNA	0.066544075	2.195259238
4429	ENSG00000227687.1	antisense	-0.067783463	8.773226859
90	ENSG00000160087.20	protein_coding	0.058484142	0.578514671
2580	ENSG00000243960.1	sense_overlapping	-0.073450359	5.911343789
15386	ENSG00000113492.13	protein_coding	0.060919392	1.834167911
2911	ENSG00000168509.19	protein_coding	-0.075752289	4.884047018
11613	ENSG00000238755.3	processed_transcript	-0.058338856	0.776486092
13977	ENSG00000236922.9	lincRNA	0.07601303	5.845975544
17830	ENSG00000228793.1	lincRNA	0.06224397	1.739307805
11813	ENSG00000184378.2	protein_coding	-0.074664735	5.439954452
1192	ENSG00000116922.14	protein_coding	0.084242459	6.181576355
802	ENSG00000284657.1	lincRNA	-0.0609164	6.785331626
13157	ENSG00000109265.14	protein_coding	0.077955075	2.422284545
2805	ENSG00000275129.1	processed_pseudogene	-0.058829648	5.934315824
2699	ENSG00000177173.5	processed_pseudogene	-0.072976031	7.719293271
1560	ENSG00000284696.1	lincRNA	0.071113245	-0.273213478
18517	ENSG00000206344.7	lincRNA	0.067340235	0.823972252
12375	ENSG00000272602.5	protein_coding	-0.061276848	1.97542765
17879	ENSG00000217239.3	processed_pseudogene	-0.076414215	4.090024999
15805	ENSG00000249335.1	lincRNA	0.067871372	0.721784667
9621	ENSG00000271235.1	processed_pseudogene	-0.072299819	5.383699633
18068	ENSG00000217414.2	processed_pseudogene	0.063530993	1.667238488
6213	ENSG00000285755.1	lincRNA	-0.065378522	-0.059989833
11452	ENSG00000240950.1	processed_pseudogene	-0.069151783	6.189517957
6013	ENSG00000207411.1	misc_RNA	-0.066035497	-1.307408811
16775	ENSG00000263963.1	miRNA	0.067769769	4.535387009
12334	ENSG00000270170.1	protein_coding	-0.064100092	4.906598014
13375	ENSG00000080493.16	protein_coding	-0.061423387	-1.519017303
6203	ENSG00000207548.3	miRNA	0.061248229	-0.749494205
16803	ENSG00000120708.16	protein_coding	-0.069746228	7.590755722
3424	ENSG00000132688.10	protein_coding	0.071795844	3.419637621
1708	ENSG00000162398.11	protein_coding	0.058412646	-1.444339506
4133	ENSG00000222240.1	misc_RNA	-0.070123869	1.444891627
18065	ENSG00000199715.1	misc_RNA	-0.059854181	1.358945701
487	ENSG00000171729.13	protein_coding	0.059069943	-0.636060119
10198	ENSG00000272543.1	miRNA	0.07503174	2.515506788
1477	ENSG00000117472.9	protein_coding	0.068174184	10.23217821
10613	ENSG00000239767.1	lincRNA	-0.077184786	5.730900009
2437	ENSG00000237480.2	lincRNA	-0.058231256	-0.266720398
6599	ENSG00000200028.1	rRNA_pseudogene	-0.068784157	4.236999663
15313	ENSG00000250482.3	processed_pseudogene	0.060300124	-0.122340799
2142	ENSG00000231349.2	processed_pseudogene	-0.064125187	0.031879956
11061	ENSG00000206527.9	protein_coding	0.063851328	1.924884174
1533	ENSG00000231413.1	lincRNA	0.059119118	0.094425646
3418	ENSG00000272971.1	lincRNA	-0.061799025	4.078150085
1134	ENSG00000278702.1	misc_RNA	0.066153148	6.120690941
14290	ENSG00000251333.3	processed_pseudogene	0.059615691	-1.273860892
17916	ENSG00000096696.13	protein_coding	-0.079678315	4.905798995
3681	ENSG00000228289.1	processed_pseudogene	-0.076229143	4.11316372
7472	ENSG00000206963.1	snRNA	0.067579911	1.215865983
18810	ENSG00000112081.16	protein_coding	0.071656351	0.451799967
1358	ENSG00000283136.1	snRNA	-0.058003468	-1.090903943
12311	ENSG00000243339.3	misc_RNA	0.05788755	2.886514946
2149	ENSG00000261737.1	antisense	-0.059667066	0.418831872
2703	ENSG00000203864.3	lincRNA	-0.072795219	6.664940596
4514	ENSG00000123689.5	protein_coding	-0.057900892	-0.311617253
7919	ENSG00000251980.1	snRNA	-0.063626026	0.192166474
7864	ENSG00000234272.1	processed_pseudogene	0.07161677	2.55913839
1732	ENSG00000284686.1	protein_coding	0.06669104	6.920405732
5154	ENSG00000179456.10	protein_coding	-0.072946438	4.361756647
18291	ENSG00000168126.3	unprocessed_pseudogene	0.060218009	2.099839231
6880	ENSG00000271627.1	processed_pseudogene	0.059700399	-0.566360104
17197	ENSG00000237693.4	protein_coding	0.06366719	5.365562458
7066	ENSG00000204640.1	protein_coding	0.059145838	0.032931383
2065	ENSG00000213559.4	processed_pseudogene	-0.076257945	5.885301776
16770	ENSG00000244921.2	processed_pseudogene	-0.073361457	3.090736074
1912	ENSG00000116729.13	protein_coding	0.057711811	1.154005864
5448	ENSG00000239300.5	antisense	-0.066394366	4.250487218
3715	ENSG00000236364.3	antisense	0.066963411	2.096280682
2696	ENSG00000200547.1	misc_RNA	-0.07355822	6.641593673
3435	ENSG00000198400.11	protein_coding	-0.074579934	4.950835571
6903	ENSG00000212140.1	snRNA	-0.07111954	6.480241984
18281	ENSG00000217646.1	processed_pseudogene	-0.079540378	5.604314935
3873	ENSG00000120337.8	protein_coding	0.061792044	7.337281621
2392	ENSG00000162695.11	protein_coding	-0.070061194	0.468559264
10169	ENSG00000213600.3	sense_intronic	-0.074231072	3.492545286
4397	ENSG00000184144.11	protein_coding	0.071454432	-0.120639971
5796	ENSG00000163803.12	protein_coding	-0.077783222	9.28926434
437	ENSG00000239810.3	protein_coding	0.063239975	1.972940483
16428	ENSG00000250882.1	antisense	0.063003471	6.787283376
16810	ENSG00000277524.1	misc_RNA	0.066236884	3.135834393
12912	ENSG00000109790.16	protein_coding	0.067239438	4.543217908
14379	ENSG00000251455.1	antisense	-0.078360612	6.583123289
10130	ENSG00000145020.15	protein_coding	-0.071734902	6.230337611
18953	ENSG00000231113.2	antisense	0.057601604	3.060884933
6009	ENSG00000234936.1	antisense	0.128565996	-1.681133571
13015	ENSG00000275959.1	processed_pseudogene	-0.080321615	5.994237162
8390	ENSG00000230611.1	processed_pseudogene	-0.073174447	5.263224679
17260	ENSG00000277039.1	misc_RNA	-0.068634061	4.186939481
9075	ENSG00000231494.1	processed_pseudogene	0.068783069	3.419068283
1984	ENSG00000272864.1	lincRNA	0.059198649	1.014010602
997	ENSG00000229607.1	lincRNA	-0.058872094	-0.577173324
4993	ENSG00000241475.1	lincRNA	0.057468277	1.789367209
10710	ENSG00000250562.1	processed_pseudogene	-0.071168112	3.778558791
272	ENSG00000049249.8	protein_coding	0.058141344	7.436409698
2222	ENSG00000241318.3	processed_pseudogene	-0.057327929	-0.921097204
17456	ENSG00000254256.1	processed_pseudogene	0.064361379	-1.057226323
8812	ENSG00000188282.12	protein_coding	-0.066974399	2.294279681
12452	ENSG00000214367.7	protein_coding	0.071766214	3.046605882
4372	ENSG00000143845.14	protein_coding	0.057329421	-0.339768291
4950	ENSG00000274121.1	misc_RNA	0.070587677	-0.802243166
2791	ENSG00000277610.1	snRNA	0.0663884	1.571889388
9778	ENSG00000281100.1	TEC	-0.057358755	-1.060584845
5325	ENSG00000277997.1	lincRNA	-0.076040702	3.189228051
7928	ENSG00000243723.3	misc_RNA	-0.058363052	-1.317282977
6181	ENSG00000162994.15	protein_coding	0.065107132	7.154623657
16813	ENSG00000069018.18	protein_coding	-0.0772241	2.798179075
436	ENSG00000228338.1	lincRNA	0.077700604	6.724368662
14841	ENSG00000248880.1	processed_pseudogene	0.058612566	2.553568546
8148	ENSG00000279884.1	TEC	-0.064231664	1.596311525
17908	ENSG00000219375.1	processed_pseudogene	0.0641153	3.924863484
277	ENSG00000284716.1	lincRNA	0.064207824	3.80465277
14755	ENSG00000164303.10	protein_coding	0.057339145	-1.308476279
6240	ENSG00000213495.3	processed_pseudogene	0.057476661	-1.140663643
889	ENSG00000225159.1	processed_pseudogene	-0.074037972	7.056047259
12432	ENSG00000235608.1	protein_coding	0.070102339	2.854678096
7156	ENSG00000234162.1	lincRNA	0.073717556	3.753530371
11336	ENSG00000200571.1	snRNA	0.066929315	1.04633711
4662	ENSG00000222370.1	snoRNA	-0.057041171	1.27864953
14028	ENSG00000223006.1	misc_RNA	0.056974072	1.692640109
2506	ENSG00000134183.11	protein_coding	0.062868431	0.437389743
10824	ENSG00000202379.1	snoRNA	0.083097593	0.621882008
4038	ENSG00000203730.2	protein_coding	-0.057858015	-0.982299878
6834	ENSG00000251546.1	IG_V_gene	0.061246344	4.589195489
3563	ENSG00000162735.18	protein_coding	-0.076437803	4.239495379
10737	ENSG00000036054.12	protein_coding	-0.069414861	2.863946627
4508	ENSG00000284485.1	miRNA	-0.075140414	4.792284533
8943	ENSG00000123983.13	protein_coding	-0.070923816	4.593489123
3454	ENSG00000236731.1	unprocessed_pseudogene	-0.059224089	3.577660192
